Reporting country,Reference period,Item code,Item name,IORP type,Value,Date of extraction (yyyymmdd)
HR,2024,R0070,Other exits,no split available,600.0,20250716
HR,2024,R0080,New beneficiaries,no split available,860.0,20250716
HR,2024,R0090,of which new retired members,no split available,779.0,20250716
IT,2020,R0008,Active members,DB,34078.0,20250716
IT,2020,R0008,Active members,DC,5505138.0,20250716
IT,2020,R0009,Active members reported by exempted IORPs,DB,,20250716
IT,2020,R0009,Active members reported by exempted IORPs,DC,,20250716
IT,2020,R0010,Active members reported by non-exempted IORPs,DB,34078.0,20250716
IT,2020,R0010,Active members reported by non-exempted IORPs,DC,5505138.0,20250716
IT,2020,R0018,Deferred members,DB,4524.0,20250716
IT,2020,R0018,Deferred members,DC,0.0,20250716
IT,2020,R0019,Deferred members reported by exempted IORPs,DB,,20250716
IT,2020,R0019,Deferred members reported by exempted IORPs,DC,,20250716
IT,2020,R0020,Deferred members reported by non-exempted IORPs,DB,4524.0,20250716
IT,2020,R0020,Deferred members reported by non-exempted IORPs,DC,0.0,20250716
IT,2020,R0028,Beneficiaries,DB,66466.0,20250716
IT,2020,R0028,Beneficiaries,DC,44785.0,20250716
IT,2020,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
IT,2020,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
IT,2020,R0030,Beneficiaries reported by non-exempted IORPs,DB,66466.0,20250716
IT,2020,R0030,Beneficiaries reported by non-exempted IORPs,DC,44785.0,20250716
IT,2020,R0040,New members,DB,0.0,20250716
IT,2020,R0040,New members,DC,0.0,20250716
IT,2020,R0050,Deaths,DB,0.0,20250716
IT,2020,R0050,Deaths,DC,0.0,20250716
IT,2020,R0060,Commutations,DB,0.0,20250716
IT,2020,R0060,Commutations,DC,0.0,20250716
IT,2020,R0070,Other exits,DB,0.0,20250716
IT,2020,R0070,Other exits,DC,0.0,20250716
IT,2020,R0080,New beneficiaries,DB,0.0,20250716
IT,2020,R0080,New beneficiaries,DC,0.0,20250716
IT,2020,R0090,of which new retired members,DB,0.0,20250716
IT,2020,R0090,of which new retired members,DC,0.0,20250716
IT,2021,R0008,Active members,DB,29342.0,20250716
IT,2021,R0008,Active members,DC,5814508.0,20250716
IT,2021,R0009,Active members reported by exempted IORPs,DB,,20250716
IT,2021,R0009,Active members reported by exempted IORPs,DC,,20250716
IT,2021,R0010,Active members reported by non-exempted IORPs,DB,29342.0,20250716
IT,2021,R0010,Active members reported by non-exempted IORPs,DC,5814508.0,20250716
IT,2021,R0018,Deferred members,DB,4678.0,20250716
IT,2021,R0018,Deferred members,DC,0.0,20250716
IT,2021,R0019,Deferred members reported by exempted IORPs,DB,,20250716
IT,2021,R0019,Deferred members reported by exempted IORPs,DC,,20250716
IT,2021,R0020,Deferred members reported by non-exempted IORPs,DB,4678.0,20250716
IT,2021,R0020,Deferred members reported by non-exempted IORPs,DC,0.0,20250716
IT,2021,R0028,Beneficiaries,DB,60611.0,20250716
IT,2021,R0028,Beneficiaries,DC,37898.0,20250716
IT,2021,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
IT,2021,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
IT,2021,R0030,Beneficiaries reported by non-exempted IORPs,DB,60611.0,20250716
IT,2021,R0030,Beneficiaries reported by non-exempted IORPs,DC,37898.0,20250716
IT,2021,R0040,New members,DB,0.0,20250716
IT,2021,R0040,New members,DC,0.0,20250716
IT,2021,R0050,Deaths,DB,0.0,20250716
IT,2021,R0050,Deaths,DC,0.0,20250716
IT,2021,R0060,Commutations,DB,0.0,20250716
IT,2021,R0060,Commutations,DC,0.0,20250716
IT,2021,R0070,Other exits,DB,0.0,20250716
IT,2021,R0070,Other exits,DC,0.0,20250716
IT,2021,R0080,New beneficiaries,DB,0.0,20250716
IT,2021,R0080,New beneficiaries,DC,0.0,20250716
IT,2021,R0090,of which new retired members,DB,0.0,20250716
IT,2021,R0090,of which new retired members,DC,0.0,20250716
IT,2022,R0008,Active members,DB,30287.0,20250716
IT,2022,R0008,Active members,DC,6297490.0,20250716
IT,2022,R0009,Active members reported by exempted IORPs,DB,,20250716
IT,2022,R0009,Active members reported by exempted IORPs,DC,,20250716
IT,2022,R0010,Active members reported by non-exempted IORPs,DB,30287.0,20250716
IT,2022,R0010,Active members reported by non-exempted IORPs,DC,6297490.0,20250716
IT,2022,R0018,Deferred members,DB,4108.0,20250716
IT,2022,R0018,Deferred members,DC,0.0,20250716
IT,2022,R0019,Deferred members reported by exempted IORPs,DB,,20250716
IT,2022,R0019,Deferred members reported by exempted IORPs,DC,,20250716
IT,2022,R0020,Deferred members reported by non-exempted IORPs,DB,4108.0,20250716
IT,2022,R0020,Deferred members reported by non-exempted IORPs,DC,0.0,20250716
IT,2022,R0028,Beneficiaries,DB,56433.0,20250716
IT,2022,R0028,Beneficiaries,DC,38272.0,20250716
IT,2022,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
IT,2022,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
IT,2022,R0030,Beneficiaries reported by non-exempted IORPs,DB,56433.0,20250716
IT,2022,R0030,Beneficiaries reported by non-exempted IORPs,DC,38272.0,20250716
IT,2022,R0040,New members,DB,0.0,20250716
IT,2022,R0040,New members,DC,0.0,20250716
IT,2022,R0050,Deaths,DB,0.0,20250716
IT,2022,R0050,Deaths,DC,0.0,20250716
IT,2022,R0060,Commutations,DB,0.0,20250716
IT,2022,R0060,Commutations,DC,0.0,20250716
IT,2022,R0070,Other exits,DB,0.0,20250716
IT,2022,R0070,Other exits,DC,0.0,20250716
IT,2022,R0080,New beneficiaries,DB,0.0,20250716
IT,2022,R0080,New beneficiaries,DC,0.0,20250716
IT,2022,R0090,of which new retired members,DB,0.0,20250716
IT,2022,R0090,of which new retired members,DC,0.0,20250716
IT,2023,R0008,Active members,DB,29114.0,20250716
IT,2023,R0008,Active members,DC,6621221.0,20250716
IT,2023,R0009,Active members reported by exempted IORPs,DB,,20250716
IT,2023,R0009,Active members reported by exempted IORPs,DC,,20250716
IT,2023,R0010,Active members reported by non-exempted IORPs,DB,29114.0,20250716
IT,2023,R0010,Active members reported by non-exempted IORPs,DC,6621221.0,20250716
IT,2023,R0018,Deferred members,DB,4070.0,20250716
IT,2023,R0018,Deferred members,DC,0.0,20250716
IT,2023,R0019,Deferred members reported by exempted IORPs,DB,,20250716
IT,2023,R0019,Deferred members reported by exempted IORPs,DC,,20250716
IT,2023,R0020,Deferred members reported by non-exempted IORPs,DB,4070.0,20250716
IT,2023,R0020,Deferred members reported by non-exempted IORPs,DC,0.0,20250716
IT,2023,R0028,Beneficiaries,DB,56164.0,20250716
IT,2023,R0028,Beneficiaries,DC,38845.0,20250716
IT,2023,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
IT,2023,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
IT,2023,R0030,Beneficiaries reported by non-exempted IORPs,DB,56164.0,20250716
IT,2023,R0030,Beneficiaries reported by non-exempted IORPs,DC,38845.0,20250716
IT,2023,R0040,New members,DB,0.0,20250716
IT,2023,R0040,New members,DC,0.0,20250716
IT,2023,R0050,Deaths,DB,0.0,20250716
IT,2023,R0050,Deaths,DC,0.0,20250716
IT,2023,R0060,Commutations,DB,0.0,20250716
IT,2023,R0060,Commutations,DC,0.0,20250716
IT,2023,R0070,Other exits,DB,0.0,20250716
IT,2023,R0070,Other exits,DC,0.0,20250716
IT,2023,R0080,New beneficiaries,DB,0.0,20250716
IT,2023,R0080,New beneficiaries,DC,0.0,20250716
IT,2023,R0090,of which new retired members,DB,0.0,20250716
IT,2023,R0090,of which new retired members,DC,0.0,20250716
IT,2024,R0008,Active members,DB,25227.0,20250716
IT,2024,R0008,Active members,DC,6995200.0,20250716
IT,2024,R0009,Active members reported by exempted IORPs,DB,,20250716
IT,2024,R0009,Active members reported by exempted IORPs,DC,,20250716
IT,2024,R0010,Active members reported by non-exempted IORPs,DB,25227.0,20250716
IT,2024,R0010,Active members reported by non-exempted IORPs,DC,6995200.0,20250716
IT,2024,R0018,Deferred members,DB,3747.0,20250716
IT,2024,R0018,Deferred members,DC,0.0,20250716
IT,2024,R0019,Deferred members reported by exempted IORPs,DB,,20250716
IT,2024,R0019,Deferred members reported by exempted IORPs,DC,,20250716
IT,2024,R0020,Deferred members reported by non-exempted IORPs,DB,3747.0,20250716
IT,2024,R0020,Deferred members reported by non-exempted IORPs,DC,0.0,20250716
IT,2024,R0028,Beneficiaries,DB,40809.0,20250716
IT,2024,R0028,Beneficiaries,DC,41381.0,20250716
IT,2024,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
IT,2024,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
IT,2024,R0030,Beneficiaries reported by non-exempted IORPs,DB,40809.0,20250716
IT,2024,R0030,Beneficiaries reported by non-exempted IORPs,DC,41381.0,20250716
IT,2024,R0040,New members,DB,0.0,20250716
IT,2024,R0040,New members,DC,0.0,20250716
IT,2024,R0050,Deaths,DB,0.0,20250716
IT,2024,R0050,Deaths,DC,0.0,20250716
IT,2024,R0060,Commutations,DB,0.0,20250716
IT,2024,R0060,Commutations,DC,0.0,20250716
IT,2024,R0070,Other exits,DB,0.0,20250716
IT,2024,R0070,Other exits,DC,0.0,20250716
IT,2024,R0080,New beneficiaries,DB,0.0,20250716
IT,2024,R0080,New beneficiaries,DC,0.0,20250716
IT,2024,R0090,of which new retired members,DB,0.0,20250716
IT,2024,R0090,of which new retired members,DC,0.0,20250716
LI,2020,R0008,Active members,no split available,2091.0,20250716
LI,2020,R0009,Active members reported by exempted IORPs,no split available,,20250716
LI,2020,R0010,Active members reported by non-exempted IORPs,no split available,2091.0,20250716
LI,2020,R0018,Deferred members,no split available,179.0,20250716
LI,2020,R0019,Deferred members reported by exempted IORPs,no split available,,20250716
LI,2020,R0020,Deferred members reported by non-exempted IORPs,no split available,179.0,20250716
LI,2020,R0028,Beneficiaries,no split available,1431.0,20250716
LI,2020,R0029,Beneficiaries reported by exempted IORPs,no split available,,20250716
LI,2020,R0030,Beneficiaries reported by non-exempted IORPs,no split available,1431.0,20250716
LI,2020,R0040,New members,no split available,176.0,20250716
LI,2020,R0050,Deaths,no split available,63.0,20250716
LI,2020,R0060,Commutations,no split available,30.0,20250716
LI,2020,R0070,Other exits,no split available,115.0,20250716
LI,2020,R0080,New beneficiaries,no split available,93.0,20250716
LI,2020,R0090,of which new retired members,no split available,64.0,20250716
LI,2021,R0008,Active members,no split available,3053.0,20250716
LI,2021,R0009,Active members reported by exempted IORPs,no split available,,20250716
LI,2021,R0010,Active members reported by non-exempted IORPs,no split available,3053.0,20250716
LI,2021,R0018,Deferred members,no split available,10.0,20250716
LI,2021,R0019,Deferred members reported by exempted IORPs,no split available,,20250716
LI,2021,R0020,Deferred members reported by non-exempted IORPs,no split available,10.0,20250716
LI,2021,R0028,Beneficiaries,no split available,1491.0,20250716
LI,2021,R0029,Beneficiaries reported by exempted IORPs,no split available,,20250716
LI,2021,R0030,Beneficiaries reported by non-exempted IORPs,no split available,1491.0,20250716
LI,2021,R0040,New members,no split available,745.0,20250716
LI,2021,R0050,Deaths,no split available,62.0,20250716
LI,2021,R0060,Commutations,no split available,19.0,20250716
LI,2021,R0070,Other exits,no split available,105.0,20250716
LI,2021,R0080,New beneficiaries,no split available,131.0,20250716
LI,2021,R0090,of which new retired members,no split available,83.0,20250716
LI,2022,R0008,Active members,no split available,3192.0,20250716
LI,2022,R0009,Active members reported by exempted IORPs,no split available,,20250716
LI,2022,R0010,Active members reported by non-exempted IORPs,no split available,3192.0,20250716
LI,2022,R0018,Deferred members,no split available,10.0,20250716
LI,2022,R0019,Deferred members reported by exempted IORPs,no split available,,20250716
LI,2022,R0020,Deferred members reported by non-exempted IORPs,no split available,10.0,20250716
LI,2022,R0028,Beneficiaries,no split available,1731.0,20250716
LI,2022,R0029,Beneficiaries reported by exempted IORPs,no split available,,20250716
LI,2022,R0030,Beneficiaries reported by non-exempted IORPs,no split available,1731.0,20250716
LI,2022,R0040,New members,no split available,367.0,20250716
LI,2022,R0050,Deaths,no split available,63.0,20250716
LI,2022,R0060,Commutations,no split available,29.0,20250716
LI,2022,R0070,Other exits,no split available,56.0,20250716
LI,2022,R0080,New beneficiaries,no split available,257.0,20250716
LI,2022,R0090,of which new retired members,no split available,99.0,20250716
LI,2023,R0008,Active members,no split available,3149.0,20250716
LI,2023,R0009,Active members reported by exempted IORPs,no split available,,20250716
LI,2023,R0010,Active members reported by non-exempted IORPs,no split available,3149.0,20250716
LI,2023,R0018,Deferred members,no split available,18.0,20250716
LI,2023,R0019,Deferred members reported by exempted IORPs,no split available,,20250716
LI,2023,R0020,Deferred members reported by non-exempted IORPs,no split available,18.0,20250716
LI,2023,R0028,Beneficiaries,no split available,1780.0,20250716
LI,2023,R0029,Beneficiaries reported by exempted IORPs,no split available,,20250716
LI,2023,R0030,Beneficiaries reported by non-exempted IORPs,no split available,1780.0,20250716
LI,2023,R0040,New members,no split available,193.0,20250716
LI,2023,R0050,Deaths,no split available,67.0,20250716
LI,2023,R0060,Commutations,no split available,22.0,20250716
LI,2023,R0070,Other exits,no split available,91.0,20250716
LI,2023,R0080,New beneficiaries,no split available,257.0,20250716
LI,2023,R0090,of which new retired members,no split available,96.0,20250716
LI,2024,R0008,Active members,no split available,2980.0,20250716
LI,2024,R0009,Active members reported by exempted IORPs,no split available,,20250716
LI,2024,R0010,Active members reported by non-exempted IORPs,no split available,2980.0,20250716
LI,2024,R0018,Deferred members,no split available,14.0,20250716
LI,2024,R0019,Deferred members reported by exempted IORPs,no split available,,20250716
LI,2024,R0020,Deferred members reported by non-exempted IORPs,no split available,14.0,20250716
LI,2024,R0028,Beneficiaries,no split available,1902.0,20250716
LI,2024,R0029,Beneficiaries reported by exempted IORPs,no split available,,20250716
LI,2024,R0030,Beneficiaries reported by non-exempted IORPs,no split available,1902.0,20250716
LI,2024,R0040,New members,no split available,147.0,20250716
LI,2024,R0050,Deaths,no split available,70.0,20250716
LI,2024,R0060,Commutations,no split available,21.0,20250716
LI,2024,R0070,Other exits,no split available,157.0,20250716
LI,2024,R0080,New beneficiaries,no split available,183.0,20250716
LI,2024,R0090,of which new retired members,no split available,106.0,20250716
LU,2020,R0008,Active members,DB,8130.0,20250716
LU,2020,R0008,Active members,DC,12487.0,20250716
LU,2020,R0009,Active members reported by exempted IORPs,DB,,20250716
LU,2020,R0009,Active members reported by exempted IORPs,DC,,20250716
LU,2020,R0010,Active members reported by non-exempted IORPs,DB,8130.0,20250716
LU,2020,R0010,Active members reported by non-exempted IORPs,DC,12487.0,20250716
LU,2020,R0018,Deferred members,DB,1297.0,20250716
LU,2020,R0018,Deferred members,DC,2137.0,20250716
LU,2020,R0019,Deferred members reported by exempted IORPs,DB,,20250716
LU,2020,R0019,Deferred members reported by exempted IORPs,DC,,20250716
LU,2020,R0020,Deferred members reported by non-exempted IORPs,DB,1297.0,20250716
LU,2020,R0020,Deferred members reported by non-exempted IORPs,DC,2137.0,20250716
LU,2020,R0028,Beneficiaries,DB,2172.0,20250716
LU,2020,R0028,Beneficiaries,DC,9.0,20250716
LU,2020,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
LU,2020,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
LU,2020,R0030,Beneficiaries reported by non-exempted IORPs,DB,2172.0,20250716
LU,2020,R0030,Beneficiaries reported by non-exempted IORPs,DC,9.0,20250716
LU,2020,R0040,New members,DB,112.0,20250716
LU,2020,R0040,New members,DC,1694.0,20250716
LU,2020,R0050,Deaths,DB,53.0,20250716
LU,2020,R0050,Deaths,DC,54.0,20250716
LU,2020,R0060,Commutations,DB,220.0,20250716
LU,2020,R0060,Commutations,DC,884.0,20250716
LU,2020,R0070,Other exits,DB,856.0,20250716
LU,2020,R0070,Other exits,DC,234.0,20250716
LU,2020,R0080,New beneficiaries,DB,87.0,20250716
LU,2020,R0080,New beneficiaries,DC,20.0,20250716
LU,2020,R0090,of which new retired members,DB,72.0,20250716
LU,2020,R0090,of which new retired members,DC,20.0,20250716
LU,2021,R0008,Active members,DB,7911.0,20250716
LU,2021,R0008,Active members,DC,12970.0,20250716
LU,2021,R0009,Active members reported by exempted IORPs,DB,,20250716
LU,2021,R0009,Active members reported by exempted IORPs,DC,,20250716
LU,2021,R0010,Active members reported by non-exempted IORPs,DB,7911.0,20250716
LU,2021,R0010,Active members reported by non-exempted IORPs,DC,12970.0,20250716
LU,2021,R0018,Deferred members,DB,2163.0,20250716
LU,2021,R0018,Deferred members,DC,2430.0,20250716
LU,2021,R0019,Deferred members reported by exempted IORPs,DB,,20250716
LU,2021,R0019,Deferred members reported by exempted IORPs,DC,,20250716
LU,2021,R0020,Deferred members reported by non-exempted IORPs,DB,2163.0,20250716
LU,2021,R0020,Deferred members reported by non-exempted IORPs,DC,2430.0,20250716
LU,2021,R0028,Beneficiaries,DB,2290.0,20250716
LU,2021,R0028,Beneficiaries,DC,12.0,20250716
LU,2021,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
LU,2021,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
LU,2021,R0030,Beneficiaries reported by non-exempted IORPs,DB,2290.0,20250716
LU,2021,R0030,Beneficiaries reported by non-exempted IORPs,DC,12.0,20250716
LU,2021,R0040,New members,DB,181.0,20250716
LU,2021,R0040,New members,DC,1956.0,20250716
LU,2021,R0050,Deaths,DB,76.0,20250716
LU,2021,R0050,Deaths,DC,99.0,20250716
LU,2021,R0060,Commutations,DB,181.0,20250716
LU,2021,R0060,Commutations,DC,800.0,20250716
LU,2021,R0070,Other exits,DB,151.0,20250716
LU,2021,R0070,Other exits,DC,274.0,20250716
LU,2021,R0080,New beneficiaries,DB,66.0,20250716
LU,2021,R0080,New beneficiaries,DC,37.0,20250716
LU,2021,R0090,of which new retired members,DB,63.0,20250716
LU,2021,R0090,of which new retired members,DC,37.0,20250716
LU,2022,R0008,Active members,DB,7478.0,20250716
LU,2022,R0008,Active members,DC,10622.0,20250716
LU,2022,R0009,Active members reported by exempted IORPs,DB,,20250716
LU,2022,R0009,Active members reported by exempted IORPs,DC,,20250716
LU,2022,R0010,Active members reported by non-exempted IORPs,DB,7478.0,20250716
LU,2022,R0010,Active members reported by non-exempted IORPs,DC,10622.0,20250716
LU,2022,R0018,Deferred members,DB,1419.0,20250716
LU,2022,R0018,Deferred members,DC,2447.0,20250716
LU,2022,R0019,Deferred members reported by exempted IORPs,DB,,20250716
LU,2022,R0019,Deferred members reported by exempted IORPs,DC,,20250716
LU,2022,R0020,Deferred members reported by non-exempted IORPs,DB,1419.0,20250716
LU,2022,R0020,Deferred members reported by non-exempted IORPs,DC,2447.0,20250716
LU,2022,R0028,Beneficiaries,DB,2156.0,20250716
LU,2022,R0028,Beneficiaries,DC,14.0,20250716
LU,2022,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
LU,2022,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
LU,2022,R0030,Beneficiaries reported by non-exempted IORPs,DB,2156.0,20250716
LU,2022,R0030,Beneficiaries reported by non-exempted IORPs,DC,14.0,20250716
LU,2022,R0040,New members,DB,188.0,20250716
LU,2022,R0040,New members,DC,2225.0,20250716
LU,2022,R0050,Deaths,DB,52.0,20250716
LU,2022,R0050,Deaths,DC,5.0,20250716
LU,2022,R0060,Commutations,DB,170.0,20250716
LU,2022,R0060,Commutations,DC,737.0,20250716
LU,2022,R0070,Other exits,DB,143.0,20250716
LU,2022,R0070,Other exits,DC,285.0,20250716
LU,2022,R0080,New beneficiaries,DB,68.0,20250716
LU,2022,R0080,New beneficiaries,DC,27.0,20250716
LU,2022,R0090,of which new retired members,DB,66.0,20250716
LU,2022,R0090,of which new retired members,DC,25.0,20250716
LU,2023,R0008,Active members,DB,7210.0,20250716
LU,2023,R0008,Active members,DC,10172.0,20250716
LU,2023,R0009,Active members reported by exempted IORPs,DB,,20250716
LU,2023,R0009,Active members reported by exempted IORPs,DC,,20250716
LU,2023,R0010,Active members reported by non-exempted IORPs,DB,7210.0,20250716
LU,2023,R0010,Active members reported by non-exempted IORPs,DC,10172.0,20250716
LU,2023,R0018,Deferred members,DB,836.0,20250716
LU,2023,R0018,Deferred members,DC,2444.0,20250716
LU,2023,R0019,Deferred members reported by exempted IORPs,DB,,20250716
LU,2023,R0019,Deferred members reported by exempted IORPs,DC,,20250716
LU,2023,R0020,Deferred members reported by non-exempted IORPs,DB,836.0,20250716
LU,2023,R0020,Deferred members reported by non-exempted IORPs,DC,2444.0,20250716
LU,2023,R0028,Beneficiaries,DB,1311.0,20250716
LU,2023,R0028,Beneficiaries,DC,238.0,20250716
LU,2023,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
LU,2023,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
LU,2023,R0030,Beneficiaries reported by non-exempted IORPs,DB,1311.0,20250716
LU,2023,R0030,Beneficiaries reported by non-exempted IORPs,DC,238.0,20250716
LU,2023,R0040,New members,DB,218.0,20250716
LU,2023,R0040,New members,DC,1633.0,20250716
LU,2023,R0050,Deaths,DB,11.0,20250716
LU,2023,R0050,Deaths,DC,3.0,20250716
LU,2023,R0060,Commutations,DB,240.0,20250716
LU,2023,R0060,Commutations,DC,547.0,20250716
LU,2023,R0070,Other exits,DB,45.0,20250716
LU,2023,R0070,Other exits,DC,310.0,20250716
LU,2023,R0080,New beneficiaries,DB,43.0,20250716
LU,2023,R0080,New beneficiaries,DC,5.0,20250716
LU,2023,R0090,of which new retired members,DB,43.0,20250716
LU,2023,R0090,of which new retired members,DC,2.0,20250716
LU,2024,R0008,Active members,DB,7112.0,20250716
LU,2024,R0008,Active members,DC,9245.0,20250716
LU,2024,R0009,Active members reported by exempted IORPs,DB,,20250716
LU,2024,R0009,Active members reported by exempted IORPs,DC,,20250716
LU,2024,R0010,Active members reported by non-exempted IORPs,DB,7112.0,20250716
LU,2024,R0010,Active members reported by non-exempted IORPs,DC,9245.0,20250716
LU,2024,R0018,Deferred members,DB,827.0,20250716
LU,2024,R0018,Deferred members,DC,3166.0,20250716
LU,2024,R0019,Deferred members reported by exempted IORPs,DB,,20250716
LU,2024,R0019,Deferred members reported by exempted IORPs,DC,,20250716
LU,2024,R0020,Deferred members reported by non-exempted IORPs,DB,827.0,20250716
LU,2024,R0020,Deferred members reported by non-exempted IORPs,DC,3166.0,20250716
LU,2024,R0028,Beneficiaries,DB,1345.0,20250716
LU,2024,R0028,Beneficiaries,DC,24.0,20250716
LU,2024,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
LU,2024,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
LU,2024,R0030,Beneficiaries reported by non-exempted IORPs,DB,1345.0,20250716
LU,2024,R0030,Beneficiaries reported by non-exempted IORPs,DC,24.0,20250716
LU,2024,R0040,New members,DB,219.0,20250716
LU,2024,R0040,New members,DC,1063.0,20250716
LU,2024,R0050,Deaths,DB,16.0,20250716
LU,2024,R0050,Deaths,DC,10.0,20250716
LU,2024,R0060,Commutations,DB,258.0,20250716
LU,2024,R0060,Commutations,DC,555.0,20250716
LU,2024,R0070,Other exits,DB,79.0,20250716
LU,2024,R0070,Other exits,DC,240.0,20250716
LU,2024,R0080,New beneficiaries,DB,76.0,20250716
LU,2024,R0080,New beneficiaries,DC,8.0,20250716
LU,2024,R0090,of which new retired members,DB,66.0,20250716
LU,2024,R0090,of which new retired members,DC,6.0,20250716
LV,2020,R0008,Active members,DB,,20250716
LV,2020,R0008,Active members,DC,49505.0,20250716
LV,2020,R0009,Active members reported by exempted IORPs,DB,,20250716
LV,2020,R0009,Active members reported by exempted IORPs,DC,2841.0,20250716
LV,2020,R0010,Active members reported by non-exempted IORPs,DB,,20250716
LV,2020,R0010,Active members reported by non-exempted IORPs,DC,46664.0,20250716
LV,2020,R0018,Deferred members,DB,,20250716
LV,2020,R0018,Deferred members,DC,68768.0,20250716
LV,2020,R0019,Deferred members reported by exempted IORPs,DB,,20250716
LV,2020,R0019,Deferred members reported by exempted IORPs,DC,14969.0,20250716
LV,2020,R0020,Deferred members reported by non-exempted IORPs,DB,,20250716
LV,2020,R0020,Deferred members reported by non-exempted IORPs,DC,53799.0,20250716
LV,2020,R0028,Beneficiaries,DB,,20250716
LV,2020,R0028,Beneficiaries,DC,41701.0,20250716
LV,2020,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
LV,2020,R0029,Beneficiaries reported by exempted IORPs,DC,8739.0,20250716
LV,2020,R0030,Beneficiaries reported by non-exempted IORPs,DB,,20250716
LV,2020,R0030,Beneficiaries reported by non-exempted IORPs,DC,32962.0,20250716
LV,2020,R0040,New members,DB,,20250716
LV,2020,R0040,New members,DC,3593.0,20250716
LV,2020,R0050,Deaths,DB,,20250716
LV,2020,R0050,Deaths,DC,249.0,20250716
LV,2020,R0060,Commutations,DB,,20250716
LV,2020,R0060,Commutations,DC,0.0,20250716
LV,2020,R0070,Other exits,DB,,20250716
LV,2020,R0070,Other exits,DC,9480.0,20250716
LV,2020,R0080,New beneficiaries,DB,,20250716
LV,2020,R0080,New beneficiaries,DC,91.0,20250716
LV,2020,R0090,of which new retired members,DB,,20250716
LV,2020,R0090,of which new retired members,DC,91.0,20250716
LV,2021,R0008,Active members,DB,,20250716
LV,2021,R0008,Active members,DC,51151.0,20250716
LV,2021,R0009,Active members reported by exempted IORPs,DB,,20250716
LV,2021,R0009,Active members reported by exempted IORPs,DC,3559.0,20250716
LV,2021,R0010,Active members reported by non-exempted IORPs,DB,,20250716
LV,2021,R0010,Active members reported by non-exempted IORPs,DC,47592.0,20250716
LV,2021,R0018,Deferred members,DB,,20250716
LV,2021,R0018,Deferred members,DC,87817.0,20250716
LV,2021,R0019,Deferred members reported by exempted IORPs,DB,,20250716
LV,2021,R0019,Deferred members reported by exempted IORPs,DC,33781.0,20250716
LV,2021,R0020,Deferred members reported by non-exempted IORPs,DB,,20250716
LV,2021,R0020,Deferred members reported by non-exempted IORPs,DC,54036.0,20250716
LV,2021,R0028,Beneficiaries,DB,,20250716
LV,2021,R0028,Beneficiaries,DC,43905.0,20250716
LV,2021,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
LV,2021,R0029,Beneficiaries reported by exempted IORPs,DC,9471.0,20250716
LV,2021,R0030,Beneficiaries reported by non-exempted IORPs,DB,,20250716
LV,2021,R0030,Beneficiaries reported by non-exempted IORPs,DC,34434.0,20250716
LV,2021,R0040,New members,DB,,20250716
LV,2021,R0040,New members,DC,4646.0,20250716
LV,2021,R0050,Deaths,DB,,20250716
LV,2021,R0050,Deaths,DC,271.0,20250716
LV,2021,R0060,Commutations,DB,,20250716
LV,2021,R0060,Commutations,DC,0.0,20250716
LV,2021,R0070,Other exits,DB,,20250716
LV,2021,R0070,Other exits,DC,7104.0,20250716
LV,2021,R0080,New beneficiaries,DB,,20250716
LV,2021,R0080,New beneficiaries,DC,2000.0,20250716
LV,2021,R0090,of which new retired members,DB,,20250716
LV,2021,R0090,of which new retired members,DC,528.0,20250716
LV,2022,R0008,Active members,DB,,20250716
LV,2022,R0008,Active members,DC,50811.0,20250716
LV,2022,R0009,Active members reported by exempted IORPs,DB,,20250716
LV,2022,R0009,Active members reported by exempted IORPs,DC,3817.0,20250716
LV,2022,R0010,Active members reported by non-exempted IORPs,DB,,20250716
LV,2022,R0010,Active members reported by non-exempted IORPs,DC,46994.0,20250716
LV,2022,R0018,Deferred members,DB,,20250716
LV,2022,R0018,Deferred members,DC,74625.0,20250716
LV,2022,R0019,Deferred members reported by exempted IORPs,DB,,20250716
LV,2022,R0019,Deferred members reported by exempted IORPs,DC,21177.0,20250716
LV,2022,R0020,Deferred members reported by non-exempted IORPs,DB,,20250716
