Reporting country,Reference period,Item code,Item name,IORP type,Value,Date of extraction (yyyymmdd)
NO,2024,R0019,Deferred members reported by exempted IORPs,DB,,20250716
NO,2024,R0019,Deferred members reported by exempted IORPs,DC,,20250716
NO,2024,R0020,Deferred members reported by non-exempted IORPs,DB,278830.0,20250716
NO,2024,R0020,Deferred members reported by non-exempted IORPs,DC,,20250716
NO,2024,R0028,Beneficiaries,DB,116942.0,20250716
NO,2024,R0028,Beneficiaries,DC,,20250716
NO,2024,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
NO,2024,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
NO,2024,R0030,Beneficiaries reported by non-exempted IORPs,DB,116942.0,20250716
NO,2024,R0030,Beneficiaries reported by non-exempted IORPs,DC,,20250716
NO,2024,R0040,New members,DB,28242.0,20250716
NO,2024,R0040,New members,DC,,20250716
NO,2024,R0050,Deaths,DB,5589.0,20250716
NO,2024,R0050,Deaths,DC,,20250716
NO,2024,R0060,Commutations,DB,1767.0,20250716
NO,2024,R0060,Commutations,DC,,20250716
NO,2024,R0070,Other exits,DB,10566.0,20250716
NO,2024,R0070,Other exits,DC,,20250716
NO,2024,R0080,New beneficiaries,DB,11619.0,20250716
NO,2024,R0080,New beneficiaries,DC,,20250716
NO,2024,R0090,of which new retired members,DB,5858.0,20250716
NO,2024,R0090,of which new retired members,DC,,20250716
Other,2020,R0008,Active members,no split available,514041.0,20250716
Other,2020,R0009,Active members reported by exempted IORPs,no split available,292.0,20250716
Other,2020,R0010,Active members reported by non-exempted IORPs,no split available,513749.0,20250716
Other,2020,R0018,Deferred members,no split available,537214.0,20250716
Other,2020,R0019,Deferred members reported by exempted IORPs,no split available,410.0,20250716
Other,2020,R0020,Deferred members reported by non-exempted IORPs,no split available,536804.0,20250716
Other,2020,R0028,Beneficiaries,no split available,714363.0,20250716
Other,2020,R0029,Beneficiaries reported by exempted IORPs,no split available,0.0,20250716
Other,2020,R0030,Beneficiaries reported by non-exempted IORPs,no split available,714363.0,20250716
Other,2020,R0040,New members,no split available,113287.0,20250716
Other,2020,R0050,Deaths,no split available,10162.0,20250716
Other,2020,R0060,Commutations,no split available,10947.0,20250716
Other,2020,R0070,Other exits,no split available,8967.0,20250716
Other,2020,R0080,New beneficiaries,no split available,62576.0,20250716
Other,2020,R0090,of which new retired members,no split available,19509.0,20250716
Other,2021,R0008,Active members,no split available,818541.0,20250716
Other,2021,R0009,Active members reported by exempted IORPs,no split available,264.0,20250716
Other,2021,R0010,Active members reported by non-exempted IORPs,no split available,818277.0,20250716
Other,2021,R0018,Deferred members,no split available,987596.0,20250716
Other,2021,R0019,Deferred members reported by exempted IORPs,no split available,371.0,20250716
Other,2021,R0020,Deferred members reported by non-exempted IORPs,no split available,987225.0,20250716
Other,2021,R0028,Beneficiaries,no split available,928518.0,20250716
Other,2021,R0029,Beneficiaries reported by exempted IORPs,no split available,0.0,20250716
Other,2021,R0030,Beneficiaries reported by non-exempted IORPs,no split available,928518.0,20250716
Other,2021,R0040,New members,no split available,160802.0,20250716
Other,2021,R0050,Deaths,no split available,11559.0,20250716
Other,2021,R0060,Commutations,no split available,20389.0,20250716
Other,2021,R0070,Other exits,no split available,8744.0,20250716
Other,2021,R0080,New beneficiaries,no split available,82116.0,20250716
Other,2021,R0090,of which new retired members,no split available,18033.0,20250716
Other,2022,R0008,Active members,no split available,5676625.0,20250716
Other,2022,R0009,Active members reported by exempted IORPs,no split available,238.0,20250716
Other,2022,R0010,Active members reported by non-exempted IORPs,no split available,5676387.0,20250716
Other,2022,R0018,Deferred members,no split available,3793486.0,20250716
Other,2022,R0019,Deferred members reported by exempted IORPs,no split available,385.0,20250716
Other,2022,R0020,Deferred members reported by non-exempted IORPs,no split available,3793101.0,20250716
Other,2022,R0028,Beneficiaries,no split available,1890618.0,20250716
Other,2022,R0029,Beneficiaries reported by exempted IORPs,no split available,2.0,20250716
Other,2022,R0030,Beneficiaries reported by non-exempted IORPs,no split available,1890616.0,20250716
Other,2022,R0040,New members,no split available,1103047.0,20250716
Other,2022,R0050,Deaths,no split available,52153.0,20250716
Other,2022,R0060,Commutations,no split available,89717.0,20250716
Other,2022,R0070,Other exits,no split available,421925.0,20250716
Other,2022,R0080,New beneficiaries,no split available,155333.0,20250716
Other,2022,R0090,of which new retired members,no split available,84739.0,20250716
Other,2023,R0008,Active members,no split available,21563.0,20250716
Other,2023,R0009,Active members reported by exempted IORPs,no split available,0.0,20250716
Other,2023,R0010,Active members reported by non-exempted IORPs,no split available,21563.0,20250716
Other,2023,R0018,Deferred members,no split available,16683.0,20250716
Other,2023,R0019,Deferred members reported by exempted IORPs,no split available,0.0,20250716
Other,2023,R0020,Deferred members reported by non-exempted IORPs,no split available,16683.0,20250716
Other,2023,R0028,Beneficiaries,no split available,686.0,20250716
Other,2023,R0029,Beneficiaries reported by exempted IORPs,no split available,571.0,20250716
Other,2023,R0030,Beneficiaries reported by non-exempted IORPs,no split available,115.0,20250716
Other,2023,R0040,New members,no split available,606.0,20250716
Other,2023,R0050,Deaths,no split available,80.0,20250716
Other,2023,R0060,Commutations,no split available,519.0,20250716
Other,2023,R0070,Other exits,no split available,221.0,20250716
Other,2023,R0080,New beneficiaries,no split available,1001.0,20250716
Other,2023,R0090,of which new retired members,no split available,0.0,20250716
Other,2024,R0008,Active members,no split available,21094.0,20250716
Other,2024,R0009,Active members reported by exempted IORPs,no split available,,20250716
Other,2024,R0010,Active members reported by non-exempted IORPs,no split available,21094.0,20250716
Other,2024,R0018,Deferred members,no split available,16421.0,20250716
Other,2024,R0019,Deferred members reported by exempted IORPs,no split available,,20250716
Other,2024,R0020,Deferred members reported by non-exempted IORPs,no split available,16421.0,20250716
Other,2024,R0028,Beneficiaries,no split available,1057.0,20250716
Other,2024,R0029,Beneficiaries reported by exempted IORPs,no split available,,20250716
Other,2024,R0030,Beneficiaries reported by non-exempted IORPs,no split available,1057.0,20250716
Other,2024,R0040,New members,no split available,268.0,20250716
Other,2024,R0050,Deaths,no split available,88.0,20250716
Other,2024,R0060,Commutations,no split available,59.0,20250716
Other,2024,R0070,Other exits,no split available,220.0,20250716
Other,2024,R0080,New beneficiaries,no split available,953.0,20250716
Other,2024,R0090,of which new retired members,no split available,848.0,20250716
PT,2020,R0008,Active members,DB,63802.0,20250716
PT,2020,R0008,Active members,DC,111908.0,20250716
PT,2020,R0009,Active members reported by exempted IORPs,DB,,20250716
PT,2020,R0009,Active members reported by exempted IORPs,DC,,20250716
PT,2020,R0010,Active members reported by non-exempted IORPs,DB,63802.0,20250716
PT,2020,R0010,Active members reported by non-exempted IORPs,DC,111908.0,20250716
PT,2020,R0018,Deferred members,DB,11849.0,20250716
PT,2020,R0018,Deferred members,DC,3642.0,20250716
PT,2020,R0019,Deferred members reported by exempted IORPs,DB,,20250716
PT,2020,R0019,Deferred members reported by exempted IORPs,DC,,20250716
PT,2020,R0020,Deferred members reported by non-exempted IORPs,DB,11849.0,20250716
PT,2020,R0020,Deferred members reported by non-exempted IORPs,DC,3642.0,20250716
PT,2020,R0028,Beneficiaries,DB,131789.0,20250716
PT,2020,R0028,Beneficiaries,DC,6648.0,20250716
PT,2020,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
PT,2020,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
PT,2020,R0030,Beneficiaries reported by non-exempted IORPs,DB,131789.0,20250716
PT,2020,R0030,Beneficiaries reported by non-exempted IORPs,DC,6648.0,20250716
PT,2020,R0040,New members,DB,1399.0,20250716
PT,2020,R0040,New members,DC,16393.0,20250716
PT,2020,R0050,Deaths,DB,92.0,20250716
PT,2020,R0050,Deaths,DC,66.0,20250716
PT,2020,R0060,Commutations,DB,133.0,20250716
PT,2020,R0060,Commutations,DC,1154.0,20250716
PT,2020,R0070,Other exits,DB,4081.0,20250716
PT,2020,R0070,Other exits,DC,6055.0,20250716
PT,2020,R0080,New beneficiaries,DB,4171.0,20250716
PT,2020,R0080,New beneficiaries,DC,705.0,20250716
PT,2020,R0090,of which new retired members,DB,1974.0,20250716
PT,2020,R0090,of which new retired members,DC,484.0,20250716
PT,2021,R0008,Active members,DB,53626.0,20250716
PT,2021,R0008,Active members,DC,121637.0,20250716
PT,2021,R0009,Active members reported by exempted IORPs,DB,,20250716
PT,2021,R0009,Active members reported by exempted IORPs,DC,,20250716
PT,2021,R0010,Active members reported by non-exempted IORPs,DB,53626.0,20250716
PT,2021,R0010,Active members reported by non-exempted IORPs,DC,121637.0,20250716
PT,2021,R0018,Deferred members,DB,13559.0,20250716
PT,2021,R0018,Deferred members,DC,4488.0,20250716
PT,2021,R0019,Deferred members reported by exempted IORPs,DB,,20250716
PT,2021,R0019,Deferred members reported by exempted IORPs,DC,,20250716
PT,2021,R0020,Deferred members reported by non-exempted IORPs,DB,13559.0,20250716
PT,2021,R0020,Deferred members reported by non-exempted IORPs,DC,4488.0,20250716
PT,2021,R0028,Beneficiaries,DB,130778.0,20250716
PT,2021,R0028,Beneficiaries,DC,4107.0,20250716
PT,2021,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
PT,2021,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
PT,2021,R0030,Beneficiaries reported by non-exempted IORPs,DB,130778.0,20250716
PT,2021,R0030,Beneficiaries reported by non-exempted IORPs,DC,4107.0,20250716
PT,2021,R0040,New members,DB,918.0,20250716
PT,2021,R0040,New members,DC,19615.0,20250716
PT,2021,R0050,Deaths,DB,85.0,20250716
PT,2021,R0050,Deaths,DC,56.0,20250716
PT,2021,R0060,Commutations,DB,69.0,20250716
PT,2021,R0060,Commutations,DC,963.0,20250716
PT,2021,R0070,Other exits,DB,6049.0,20250716
PT,2021,R0070,Other exits,DC,5980.0,20250716
PT,2021,R0080,New beneficiaries,DB,4646.0,20250716
PT,2021,R0080,New beneficiaries,DC,851.0,20250716
PT,2021,R0090,of which new retired members,DB,1655.0,20250716
PT,2021,R0090,of which new retired members,DC,391.0,20250716
PT,2022,R0008,Active members,DB,50474.0,20250716
PT,2022,R0008,Active members,DC,131253.0,20250716
PT,2022,R0009,Active members reported by exempted IORPs,DB,,20250716
PT,2022,R0009,Active members reported by exempted IORPs,DC,,20250716
PT,2022,R0010,Active members reported by non-exempted IORPs,DB,50474.0,20250716
PT,2022,R0010,Active members reported by non-exempted IORPs,DC,131253.0,20250716
PT,2022,R0018,Deferred members,DB,13386.0,20250716
PT,2022,R0018,Deferred members,DC,4552.0,20250716
PT,2022,R0019,Deferred members reported by exempted IORPs,DB,,20250716
PT,2022,R0019,Deferred members reported by exempted IORPs,DC,,20250716
PT,2022,R0020,Deferred members reported by non-exempted IORPs,DB,13386.0,20250716
PT,2022,R0020,Deferred members reported by non-exempted IORPs,DC,4552.0,20250716
PT,2022,R0028,Beneficiaries,DB,122826.0,20250716
PT,2022,R0028,Beneficiaries,DC,4808.0,20250716
PT,2022,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
PT,2022,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
PT,2022,R0030,Beneficiaries reported by non-exempted IORPs,DB,122826.0,20250716
PT,2022,R0030,Beneficiaries reported by non-exempted IORPs,DC,4808.0,20250716
PT,2022,R0040,New members,DB,1795.0,20250716
PT,2022,R0040,New members,DC,23367.0,20250716
PT,2022,R0050,Deaths,DB,197.0,20250716
PT,2022,R0050,Deaths,DC,89.0,20250716
PT,2022,R0060,Commutations,DB,130.0,20250716
PT,2022,R0060,Commutations,DC,1316.0,20250716
PT,2022,R0070,Other exits,DB,3121.0,20250716
PT,2022,R0070,Other exits,DC,10615.0,20250716
PT,2022,R0080,New beneficiaries,DB,3280.0,20250716
PT,2022,R0080,New beneficiaries,DC,766.0,20250716
PT,2022,R0090,of which new retired members,DB,1418.0,20250716
PT,2022,R0090,of which new retired members,DC,449.0,20250716
PT,2023,R0008,Active members,DB,49745.0,20250716
PT,2023,R0008,Active members,DC,138651.0,20250716
PT,2023,R0009,Active members reported by exempted IORPs,DB,,20250716
PT,2023,R0009,Active members reported by exempted IORPs,DC,,20250716
PT,2023,R0010,Active members reported by non-exempted IORPs,DB,49745.0,20250716
PT,2023,R0010,Active members reported by non-exempted IORPs,DC,138651.0,20250716
PT,2023,R0018,Deferred members,DB,13530.0,20250716
PT,2023,R0018,Deferred members,DC,4900.0,20250716
PT,2023,R0019,Deferred members reported by exempted IORPs,DB,,20250716
PT,2023,R0019,Deferred members reported by exempted IORPs,DC,,20250716
PT,2023,R0020,Deferred members reported by non-exempted IORPs,DB,13530.0,20250716
PT,2023,R0020,Deferred members reported by non-exempted IORPs,DC,4900.0,20250716
PT,2023,R0028,Beneficiaries,DB,121897.0,20250716
PT,2023,R0028,Beneficiaries,DC,12747.0,20250716
PT,2023,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
PT,2023,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
PT,2023,R0030,Beneficiaries reported by non-exempted IORPs,DB,121897.0,20250716
PT,2023,R0030,Beneficiaries reported by non-exempted IORPs,DC,12747.0,20250716
PT,2023,R0040,New members,DB,3115.0,20250716
PT,2023,R0040,New members,DC,23923.0,20250716
PT,2023,R0050,Deaths,DB,78.0,20250716
PT,2023,R0050,Deaths,DC,81.0,20250716
PT,2023,R0060,Commutations,DB,165.0,20250716
PT,2023,R0060,Commutations,DC,9272.0,20250716
PT,2023,R0070,Other exits,DB,3013.0,20250716
PT,2023,R0070,Other exits,DC,7192.0,20250716
PT,2023,R0080,New beneficiaries,DB,4189.0,20250716
PT,2023,R0080,New beneficiaries,DC,905.0,20250716
PT,2023,R0090,of which new retired members,DB,1984.0,20250716
PT,2023,R0090,of which new retired members,DC,661.0,20250716
PT,2024,R0008,Active members,DB,45595.0,20250716
PT,2024,R0008,Active members,DC,138106.0,20250716
PT,2024,R0009,Active members reported by exempted IORPs,DB,,20250716
PT,2024,R0009,Active members reported by exempted IORPs,DC,,20250716
PT,2024,R0010,Active members reported by non-exempted IORPs,DB,45595.0,20250716
PT,2024,R0010,Active members reported by non-exempted IORPs,DC,138106.0,20250716
PT,2024,R0018,Deferred members,DB,13419.0,20250716
PT,2024,R0018,Deferred members,DC,5732.0,20250716
PT,2024,R0019,Deferred members reported by exempted IORPs,DB,,20250716
PT,2024,R0019,Deferred members reported by exempted IORPs,DC,,20250716
PT,2024,R0020,Deferred members reported by non-exempted IORPs,DB,13419.0,20250716
PT,2024,R0020,Deferred members reported by non-exempted IORPs,DC,5732.0,20250716
PT,2024,R0028,Beneficiaries,DB,101817.0,20250716
PT,2024,R0028,Beneficiaries,DC,4213.0,20250716
PT,2024,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
PT,2024,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
PT,2024,R0030,Beneficiaries reported by non-exempted IORPs,DB,101817.0,20250716
PT,2024,R0030,Beneficiaries reported by non-exempted IORPs,DC,4213.0,20250716
PT,2024,R0040,New members,DB,1559.0,20250716
PT,2024,R0040,New members,DC,33759.0,20250716
PT,2024,R0050,Deaths,DB,69.0,20250716
PT,2024,R0050,Deaths,DC,45.0,20250716
PT,2024,R0060,Commutations,DB,118.0,20250716
PT,2024,R0060,Commutations,DC,1125.0,20250716
PT,2024,R0070,Other exits,DB,3142.0,20250716
PT,2024,R0070,Other exits,DC,8630.0,20250716
PT,2024,R0080,New beneficiaries,DB,3547.0,20250716
PT,2024,R0080,New beneficiaries,DC,615.0,20250716
PT,2024,R0090,of which new retired members,DB,1559.0,20250716
PT,2024,R0090,of which new retired members,DC,428.0,20250716
SE,2020,R0008,Active members,DB,433809.0,20250716
SE,2020,R0008,Active members,DC,1995720.0,20250716
SE,2020,R0009,Active members reported by exempted IORPs,DB,,20250716
SE,2020,R0009,Active members reported by exempted IORPs,DC,,20250716
SE,2020,R0010,Active members reported by non-exempted IORPs,DB,433809.0,20250716
SE,2020,R0010,Active members reported by non-exempted IORPs,DC,1995720.0,20250716
SE,2020,R0018,Deferred members,DB,446592.0,20250716
SE,2020,R0018,Deferred members,DC,3213337.0,20250716
SE,2020,R0019,Deferred members reported by exempted IORPs,DB,,20250716
SE,2020,R0019,Deferred members reported by exempted IORPs,DC,,20250716
SE,2020,R0020,Deferred members reported by non-exempted IORPs,DB,446592.0,20250716
SE,2020,R0020,Deferred members reported by non-exempted IORPs,DC,3213337.0,20250716
SE,2020,R0028,Beneficiaries,DB,654687.0,20250716
SE,2020,R0028,Beneficiaries,DC,910454.0,20250716
SE,2020,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
SE,2020,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
SE,2020,R0030,Beneficiaries reported by non-exempted IORPs,DB,654687.0,20250716
SE,2020,R0030,Beneficiaries reported by non-exempted IORPs,DC,910454.0,20250716
SE,2020,R0040,New members,DB,50096.0,20250716
SE,2020,R0040,New members,DC,214081.0,20250716
SE,2020,R0050,Deaths,DB,29923.0,20250716
SE,2020,R0050,Deaths,DC,28136.0,20250716
SE,2020,R0060,Commutations,DB,0.0,20250716
SE,2020,R0060,Commutations,DC,38005.0,20250716
SE,2020,R0070,Other exits,DB,22249.0,20250716
SE,2020,R0070,Other exits,DC,3700.0,20250716
SE,2020,R0080,New beneficiaries,DB,31198.0,20250716
SE,2020,R0080,New beneficiaries,DC,67766.0,20250716
SE,2020,R0090,of which new retired members,DB,27821.0,20250716
SE,2020,R0090,of which new retired members,DC,60406.0,20250716
SE,2021,R0008,Active members,DB,1843547.0,20250716
SE,2021,R0008,Active members,DC,2232087.0,20250716
SE,2021,R0009,Active members reported by exempted IORPs,DB,,20250716
SE,2021,R0009,Active members reported by exempted IORPs,DC,,20250716
SE,2021,R0010,Active members reported by non-exempted IORPs,DB,1843547.0,20250716
SE,2021,R0010,Active members reported by non-exempted IORPs,DC,2232087.0,20250716
SE,2021,R0018,Deferred members,DB,590287.0,20250716
SE,2021,R0018,Deferred members,DC,3717820.0,20250716
SE,2021,R0019,Deferred members reported by exempted IORPs,DB,,20250716
SE,2021,R0019,Deferred members reported by exempted IORPs,DC,,20250716
SE,2021,R0020,Deferred members reported by non-exempted IORPs,DB,590287.0,20250716
SE,2021,R0020,Deferred members reported by non-exempted IORPs,DC,3717820.0,20250716
SE,2021,R0028,Beneficiaries,DB,665424.0,20250716
SE,2021,R0028,Beneficiaries,DC,1165983.0,20250716
SE,2021,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
SE,2021,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
SE,2021,R0030,Beneficiaries reported by non-exempted IORPs,DB,665424.0,20250716
SE,2021,R0030,Beneficiaries reported by non-exempted IORPs,DC,1165983.0,20250716
SE,2021,R0040,New members,DB,61799.0,20250716
SE,2021,R0040,New members,DC,220984.0,20250716
SE,2021,R0050,Deaths,DB,30438.0,20250716
SE,2021,R0050,Deaths,DC,30274.0,20250716
SE,2021,R0060,Commutations,DB,451.0,20250716
SE,2021,R0060,Commutations,DC,49779.0,20250716
SE,2021,R0070,Other exits,DB,20868.0,20250716
SE,2021,R0070,Other exits,DC,14772.0,20250716
SE,2021,R0080,New beneficiaries,DB,34100.0,20250716
SE,2021,R0080,New beneficiaries,DC,74814.0,20250716
SE,2021,R0090,of which new retired members,DB,30150.0,20250716
SE,2021,R0090,of which new retired members,DC,63961.0,20250716
SE,2022,R0008,Active members,DB,1148844.0,20250716
SE,2022,R0008,Active members,DC,3642251.0,20250716
SE,2022,R0009,Active members reported by exempted IORPs,DB,,20250716
SE,2022,R0009,Active members reported by exempted IORPs,DC,,20250716
SE,2022,R0010,Active members reported by non-exempted IORPs,DB,1148844.0,20250716
SE,2022,R0010,Active members reported by non-exempted IORPs,DC,3642251.0,20250716
SE,2022,R0018,Deferred members,DB,510707.0,20250716
SE,2022,R0018,Deferred members,DC,5206972.0,20250716
SE,2022,R0019,Deferred members reported by exempted IORPs,DB,,20250716
SE,2022,R0019,Deferred members reported by exempted IORPs,DC,,20250716
SE,2022,R0020,Deferred members reported by non-exempted IORPs,DB,510707.0,20250716
SE,2022,R0020,Deferred members reported by non-exempted IORPs,DC,5206972.0,20250716
SE,2022,R0028,Beneficiaries,DB,856192.0,20250716
SE,2022,R0028,Beneficiaries,DC,1471485.0,20250716
SE,2022,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
SE,2022,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
SE,2022,R0030,Beneficiaries reported by non-exempted IORPs,DB,856192.0,20250716
SE,2022,R0030,Beneficiaries reported by non-exempted IORPs,DC,1471485.0,20250716
SE,2022,R0040,New members,DB,76615.0,20250716
SE,2022,R0040,New members,DC,419669.0,20250716
SE,2022,R0050,Deaths,DB,31458.0,20250716
SE,2022,R0050,Deaths,DC,39917.0,20250716
SE,2022,R0060,Commutations,DB,2292.0,20250716
SE,2022,R0060,Commutations,DC,45470.0,20250716
SE,2022,R0070,Other exits,DB,23086.0,20250716
SE,2022,R0070,Other exits,DC,16891.0,20250716
SE,2022,R0080,New beneficiaries,DB,39902.0,20250716
SE,2022,R0080,New beneficiaries,DC,111963.0,20250716
SE,2022,R0090,of which new retired members,DB,35601.0,20250716
SE,2022,R0090,of which new retired members,DC,95365.0,20250716
SE,2023,R0008,Active members,DB,447156.0,20250716
SE,2023,R0008,Active members,DC,4009436.0,20250716
SE,2023,R0009,Active members reported by exempted IORPs,DB,,20250716
SE,2023,R0009,Active members reported by exempted IORPs,DC,,20250716
SE,2023,R0010,Active members reported by non-exempted IORPs,DB,447156.0,20250716
SE,2023,R0010,Active members reported by non-exempted IORPs,DC,4009436.0,20250716
SE,2023,R0018,Deferred members,DB,513572.0,20250716
SE,2023,R0018,Deferred members,DC,5503895.0,20250716
SE,2023,R0019,Deferred members reported by exempted IORPs,DB,,20250716
SE,2023,R0019,Deferred members reported by exempted IORPs,DC,,20250716
SE,2023,R0020,Deferred members reported by non-exempted IORPs,DB,513572.0,20250716
SE,2023,R0020,Deferred members reported by non-exempted IORPs,DC,5503895.0,20250716
SE,2023,R0028,Beneficiaries,DB,811303.0,20250716
SE,2023,R0028,Beneficiaries,DC,1639009.0,20250716
SE,2023,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
SE,2023,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
SE,2023,R0030,Beneficiaries reported by non-exempted IORPs,DB,811303.0,20250716
SE,2023,R0030,Beneficiaries reported by non-exempted IORPs,DC,1639009.0,20250716
SE,2023,R0040,New members,DB,59818.0,20250716
SE,2023,R0040,New members,DC,573349.0,20250716
SE,2023,R0050,Deaths,DB,31818.0,20250716
SE,2023,R0050,Deaths,DC,45276.0,20250716
SE,2023,R0060,Commutations,DB,147.0,20250716
SE,2023,R0060,Commutations,DC,84807.0,20250716
SE,2023,R0070,Other exits,DB,32494.0,20250716
SE,2023,R0070,Other exits,DC,45745.0,20250716
SE,2023,R0080,New beneficiaries,DB,35312.0,20250716
SE,2023,R0080,New beneficiaries,DC,107882.0,20250716
SE,2023,R0090,of which new retired members,DB,30435.0,20250716
SE,2023,R0090,of which new retired members,DC,89197.0,20250716
SE,2024,R0008,Active members,DB,433827.0,20250716
SE,2024,R0008,Active members,DC,3775691.0,20250716
SE,2024,R0009,Active members reported by exempted IORPs,DB,,20250716
SE,2024,R0009,Active members reported by exempted IORPs,DC,,20250716
SE,2024,R0010,Active members reported by non-exempted IORPs,DB,433827.0,20250716
SE,2024,R0010,Active members reported by non-exempted IORPs,DC,3775691.0,20250716
SE,2024,R0018,Deferred members,DB,502653.0,20250716
SE,2024,R0018,Deferred members,DC,5892007.0,20250716
SE,2024,R0019,Deferred members reported by exempted IORPs,DB,,20250716
SE,2024,R0019,Deferred members reported by exempted IORPs,DC,,20250716
SE,2024,R0020,Deferred members reported by non-exempted IORPs,DB,502653.0,20250716
SE,2024,R0020,Deferred members reported by non-exempted IORPs,DC,5892007.0,20250716
SE,2024,R0028,Beneficiaries,DB,807225.0,20250716
SE,2024,R0028,Beneficiaries,DC,1687575.0,20250716
SE,2024,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
SE,2024,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
SE,2024,R0030,Beneficiaries reported by non-exempted IORPs,DB,807225.0,20250716
SE,2024,R0030,Beneficiaries reported by non-exempted IORPs,DC,1687575.0,20250716
SE,2024,R0040,New members,DB,46633.0,20250716
SE,2024,R0040,New members,DC,519321.0,20250716
SE,2024,R0050,Deaths,DB,30325.0,20250716
SE,2024,R0050,Deaths,DC,45134.0,20250716
SE,2024,R0060,Commutations,DB,95.0,20250716
SE,2024,R0060,Commutations,DC,118736.0,20250716
SE,2024,R0070,Other exits,DB,21485.0,20250716
SE,2024,R0070,Other exits,DC,53919.0,20250716
SE,2024,R0080,New beneficiaries,DB,36701.0,20250716
SE,2024,R0080,New beneficiaries,DC,116389.0,20250716
SE,2024,R0090,of which new retired members,DB,32348.0,20250716
SE,2024,R0090,of which new retired members,DC,98360.0,20250716
SI,2020,R0008,Active members,DB,97296.0,20250716
SI,2020,R0008,Active members,DC,0.0,20250716
SI,2020,R0009,Active members reported by exempted IORPs,DB,,20250716
SI,2020,R0009,Active members reported by exempted IORPs,DC,,20250716
SI,2020,R0010,Active members reported by non-exempted IORPs,DB,97296.0,20250716
SI,2020,R0010,Active members reported by non-exempted IORPs,DC,0.0,20250716
SI,2020,R0018,Deferred members,DB,48865.0,20250716
SI,2020,R0018,Deferred members,DC,0.0,20250716
SI,2020,R0019,Deferred members reported by exempted IORPs,DB,,20250716
SI,2020,R0019,Deferred members reported by exempted IORPs,DC,,20250716
SI,2020,R0020,Deferred members reported by non-exempted IORPs,DB,48865.0,20250716
SI,2020,R0020,Deferred members reported by non-exempted IORPs,DC,0.0,20250716
SI,2020,R0028,Beneficiaries,DB,4012.0,20250716
SI,2020,R0028,Beneficiaries,DC,0.0,20250716
SI,2020,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
SI,2020,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
SI,2020,R0030,Beneficiaries reported by non-exempted IORPs,DB,4012.0,20250716
SI,2020,R0030,Beneficiaries reported by non-exempted IORPs,DC,0.0,20250716
SI,2020,R0040,New members,DB,7966.0,20250716
SI,2020,R0040,New members,DC,0.0,20250716
SI,2020,R0050,Deaths,DB,167.0,20250716
SI,2020,R0050,Deaths,DC,0.0,20250716
SI,2020,R0060,Commutations,DB,936.0,20250716
SI,2020,R0060,Commutations,DC,0.0,20250716
SI,2020,R0070,Other exits,DB,2708.0,20250716
SI,2020,R0070,Other exits,DC,0.0,20250716
SI,2020,R0080,New beneficiaries,DB,284.0,20250716
SI,2020,R0080,New beneficiaries,DC,0.0,20250716
SI,2020,R0090,of which new retired members,DB,210.0,20250716
SI,2020,R0090,of which new retired members,DC,0.0,20250716
SI,2021,R0008,Active members,DB,146809.0,20250716
SI,2021,R0008,Active members,DC,0.0,20250716
SI,2021,R0009,Active members reported by exempted IORPs,DB,,20250716
SI,2021,R0009,Active members reported by exempted IORPs,DC,,20250716
SI,2021,R0010,Active members reported by non-exempted IORPs,DB,146809.0,20250716
SI,2021,R0010,Active members reported by non-exempted IORPs,DC,0.0,20250716
SI,2021,R0018,Deferred members,DB,95160.0,20250716
SI,2021,R0018,Deferred members,DC,0.0,20250716
SI,2021,R0019,Deferred members reported by exempted IORPs,DB,,20250716
SI,2021,R0019,Deferred members reported by exempted IORPs,DC,,20250716
SI,2021,R0020,Deferred members reported by non-exempted IORPs,DB,95160.0,20250716
SI,2021,R0020,Deferred members reported by non-exempted IORPs,DC,0.0,20250716
SI,2021,R0028,Beneficiaries,DB,4629.0,20250716
SI,2021,R0028,Beneficiaries,DC,0.0,20250716
SI,2021,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
